fdcId,database,subCategory
167996,sr_legacy,Sweets
167997,sr_legacy,Sweets
167998,sr_legacy,Sweets
167999,sr_legacy,Sweets
168000,sr_legacy,Sweets
168001,sr_legacy,Sweets
168002,sr_legacy,Baked Products
168003,sr_legacy,Baked Products
168004,sr_legacy,Baked Products
168005,sr_legacy,Baked Products
168006,sr_legacy,Baked Products
168007,sr_legacy,Baked Products
168008,sr_legacy,Baked Products
168009,sr_legacy,Baked Products
168010,sr_legacy,Baked Products
168011,sr_legacy,Baked Products
168012,sr_legacy,Baked Products
168013,sr_legacy,Baked Products
168014,sr_legacy,Baked Products
168015,sr_legacy,Vegetables and Vegetable Products
168016,sr_legacy,Vegetables and Vegetable Products
168017,sr_legacy,American Indian/Alaska Native Foods
168018,sr_legacy,American Indian/Alaska Native Foods
168019,sr_legacy,American Indian/Alaska Native Foods
168020,sr_legacy,American Indian/Alaska Native Foods
168021,sr_legacy,American Indian/Alaska Native Foods
168022,sr_legacy,American Indian/Alaska Native Foods
168023,sr_legacy,American Indian/Alaska Native Foods
168024,sr_legacy,American Indian/Alaska Native Foods
168025,sr_legacy,American Indian/Alaska Native Foods
168026,sr_legacy,American Indian/Alaska Native Foods
168027,sr_legacy,American Indian/Alaska Native Foods
168028,sr_legacy,American Indian/Alaska Native Foods
168029,sr_legacy,American Indian/Alaska Native Foods
168030,sr_legacy,American Indian/Alaska Native Foods
168031,sr_legacy,American Indian/Alaska Native Foods
168032,sr_legacy,American Indian/Alaska Native Foods
168033,sr_legacy,American Indian/Alaska Native Foods
168034,sr_legacy,American Indian/Alaska Native Foods
168035,sr_legacy,American Indian/Alaska Native Foods
168036,sr_legacy,American Indian/Alaska Native Foods
168037,sr_legacy,American Indian/Alaska Native Foods
168038,sr_legacy,American Indian/Alaska Native Foods
168039,sr_legacy,American Indian/Alaska Native Foods
168040,sr_legacy,American Indian/Alaska Native Foods
168041,sr_legacy,American Indian/Alaska Native Foods
168042,sr_legacy,American Indian/Alaska Native Foods
168043,sr_legacy,American Indian/Alaska Native Foods
168044,sr_legacy,American Indian/Alaska Native Foods
168045,sr_legacy,American Indian/Alaska Native Foods
168046,sr_legacy,American Indian/Alaska Native Foods
168047,sr_legacy,American Indian/Alaska Native Foods
168048,sr_legacy,American Indian/Alaska Native Foods
168049,sr_legacy,American Indian/Alaska Native Foods
168050,sr_legacy,American Indian/Alaska Native Foods
168051,sr_legacy,American Indian/Alaska Native Foods
168052,sr_legacy,American Indian/Alaska Native Foods
168053,sr_legacy,American Indian/Alaska Native Foods
168054,sr_legacy,American Indian/Alaska Native Foods
168055,sr_legacy,American Indian/Alaska Native Foods
168056,sr_legacy,American Indian/Alaska Native Foods
168057,sr_legacy,American Indian/Alaska Native Foods
168058,sr_legacy,American Indian/Alaska Native Foods
168059,sr_legacy,American Indian/Alaska Native Foods
168060,sr_legacy,American Indian/Alaska Native Foods
168061,sr_legacy,American Indian/Alaska Native Foods
168062,sr_legacy,Restaurant Foods
168063,sr_legacy,Restaurant Foods
168064,sr_legacy,Restaurant Foods
168065,sr_legacy,Restaurant Foods
168066,sr_legacy,Restaurant Foods
168067,sr_legacy,Restaurant Foods
168068,sr_legacy,Restaurant Foods
168069,sr_legacy,Restaurant Foods
168070,sr_legacy,Restaurant Foods
168071,sr_legacy,Restaurant Foods
168072,sr_legacy,Restaurant Foods
168073,sr_legacy,Restaurant Foods
168074,sr_legacy,Restaurant Foods
168075,sr_legacy,Restaurant Foods
168076,sr_legacy,Restaurant Foods
168077,sr_legacy,Restaurant Foods
168078,sr_legacy,Restaurant Foods
168079,sr_legacy,Restaurant Foods
168080,sr_legacy,Restaurant Foods
